id,attribute_type,attribute_name,attribute_value
armor_194,resistance,Focus,29.0
armor_194,resistance,Vitality,27.0
armor_194,resistance,Poise,2.0
armor_195,damage_negation,Physical,5.8
armor_195,damage_negation,VS Strike,5.0
armor_195,damage_negation,VS Slash,6.1
armor_195,damage_negation,VS Pierce,5.8
armor_195,damage_negation,Magic,4.8
armor_195,damage_negation,Fire,5.0
armor_195,damage_negation,Lightning,4.6
armor_195,damage_negation,Holy,4.8
armor_195,resistance,Immunity,24.0
armor_195,resistance,Robustness,35.0
armor_195,resistance,Focus,16.0
armor_195,resistance,Vitality,16.0
armor_195,resistance,Poise,11.0
armor_196,damage_negation,Physical,2.5
armor_196,damage_negation,VS Strike,2.8
armor_196,damage_negation,VS Slash,2.5
armor_196,damage_negation,VS Pierce,3.6
armor_196,damage_negation,Magic,3.6
armor_196,damage_negation,Fire,3.4
armor_196,damage_negation,Lightning,3.6
armor_196,damage_negation,Holy,3.1
armor_196,resistance,Immunity,33.0
armor_196,resistance,Robustness,23.0
armor_196,resistance,Focus,27.0
armor_196,resistance,Vitality,20.0
armor_196,resistance,Poise,4.0
armor_197,damage_negation,Physical,4.2
armor_197,damage_negation,VS Strike,3.6
armor_197,damage_negation,VS Slash,3.8
armor_197,damage_negation,VS Pierce,3.1
armor_197,damage_negation,Magic,5.5
armor_197,damage_negation,Fire,5.2
armor_197,damage_negation,Lightning,5.0
armor_197,damage_negation,Holy,5.3
armor_197,resistance,Immunity,26.0
armor_197,resistance,Robustness,20.0
armor_197,resistance,Focus,44.0
armor_197,resistance,Vitality,44.0
armor_197,resistance,Poise,6.0
armor_198,damage_negation,Physical,2.5
armor_198,damage_negation,VS Strike,2.8
armor_198,damage_negation,VS Slash,3.1
armor_198,damage_negation,VS Pierce,3.1
armor_198,damage_negation,Magic,3.4
armor_198,damage_negation,Fire,3.4
armor_198,damage_negation,Lightning,3.6
armor_198,damage_negation,Holy,3.1
armor_198,resistance,Immunity,23.0
armor_198,resistance,Robustness,14.0
armor_198,resistance,Focus,24.0
armor_198,resistance,Vitality,24.0
armor_198,resistance,Poise,4.0
armor_199,damage_negation,Physical,1.8
armor_199,damage_negation,VS Strike,2.1
armor_199,damage_negation,VS Slash,2.1
armor_199,damage_negation,VS Pierce,1.4
armor_199,damage_negation,Magic,4.6
armor_199,damage_negation,Fire,4.6
armor_199,damage_negation,Lightning,4.6
armor_199,damage_negation,Holy,4.6
armor_199,resistance,Immunity,16.0
armor_199,resistance,Robustness,14.0
armor_199,resistance,Focus,31.0
armor_199,resistance,Vitality,31.0
armor_199,resistance,Poise,3.0
armor_200,damage_negation,Physical,1.3
armor_200,damage_negation,VS Strike,0.8
armor_200,damage_negation,VS Slash,1.3
armor_200,damage_negation,VS Pierce,1.3
armor_200,damage_negation,Magic,4.5
armor_200,damage_negation,Fire,3.9
armor_200,damage_negation,Lightning,4.1
armor_200,damage_negation,Holy,4.5
armor_200,resistance,Immunity,15.0
armor_200,resistance,Robustness,8.0
armor_200,resistance,Focus,25.0
armor_200,resistance,Vitality,27.0
armor_200,resistance,Poise,2.0
armor_201,damage_negation,Physical,1.8
armor_201,damage_negation,VS Strike,1.8
armor_201,damage_negation,VS Slash,1.4
armor_201,damage_negation,VS Pierce,0.9
armor_201,damage_negation,Magic,4.6
armor_201,damage_negation,Fire,4.6
armor_201,damage_negation,Lightning,4.4
armor_201,damage_negation,Holy,4.6
armor_201,resistance,Immunity,23.0
armor_201,resistance,Robustness,9.0
armor_201,resistance,Focus,29.0
armor_201,resistance,Vitality,27.0
armor_201,resistance,Poise,3.0
armor_202,damage_negation,Physical,1.4
armor_202,damage_negation,VS Strike,1.8
armor_202,damage_negation,VS Slash,1.8
armor_202,damage_negation,VS Pierce,0.9
armor_202,damage_negation,Magic,4.6
armor_202,damage_negation,Fire,4.5
armor_202,damage_negation,Lightning,4.6
armor_202,damage_negation,Holy,4.6
armor_202,resistance,Immunity,18.0
armor_202,resistance,Robustness,10.0
armor_202,resistance,Focus,29.0
armor_202,resistance,Vitality,31.0
armor_202,resistance,Poise,3.0
armor_203,damage_negation,Physical,6.8
armor_203,damage_negation,VS Strike,5.4
armor_203,damage_negation,VS Slash,6.8
armor_203,damage_negation,VS Pierce,6.3
armor_203,damage_negation,Magic,4.6
armor_203,damage_negation,Fire,6.2
armor_203,damage_negation,Lightning,4.5
armor_203,damage_negation,Holy,5.0
armor_203,resistance,Immunity,29.0
armor_203,resistance,Robustness,39.0
armor_203,resistance,Focus,18.0
armor_203,resistance,Vitality,20.0
armor_203,resistance,Poise,12.0
armor_204,damage_negation,Physical,4.8
armor_204,damage_negation,VS Strike,4.4
armor_204,damage_negation,VS Slash,5.2
armor_204,damage_negation,VS Pierce,4.2
armor_204,damage_negation,Magic,4.0
armor_204,damage_negation,Fire,4.0
armor_204,damage_negation,Lightning,3.1
armor_204,damage_negation,Holy,3.6
armor_204,resistance,Immunity,14.0
armor_204,resistance,Robustness,23.0
armor_204,resistance,Focus,9.0
armor_204,resistance,Vitality,23.0
armor_204,resistance,Poise,7.0
armor_205,damage_negation,Physical,4.4
armor_205,damage_negation,VS Strike,3.1
armor_205,damage_negation,VS Slash,5.2
armor_205,damage_negation,VS Pierce,4.8
armor_205,damage_negation,Magic,4.4
armor_205,damage_negation,Fire,4.5
armor_205,damage_negation,Lightning,3.4
armor_205,damage_negation,Holy,3.8
armor_205,resistance,Immunity,16.0
armor_205,resistance,Robustness,26.0
armor_205,resistance,Focus,10.0
armor_205,resistance,Vitality,10.0
armor_205,resistance,Poise,6.0
armor_206,damage_negation,Physical,4.6
armor_206,damage_negation,VS Strike,3.6
armor_206,damage_negation,VS Slash,4.2
armor_206,damage_negation,VS Pierce,4.0
armor_206,damage_negation,Magic,3.1
armor_206,damage_negation,Fire,3.6
armor_206,damage_negation,Lightning,2.8
armor_206,damage_negation,Holy,2.8
armor_206,resistance,Immunity,14.0
armor_206,resistance,Robustness,23.0
armor_206,resistance,Focus,9.0
armor_206,resistance,Vitality,9.0
armor_206,resistance,Poise,7.0
armor_207,damage_negation,Physical,6.8
armor_207,damage_negation,VS Strike,6.1
armor_207,damage_negation,VS Slash,6.8
armor_207,damage_negation,VS Pierce,6.3
armor_207,damage_negation,Magic,4.8
armor_207,damage_negation,Fire,5.0
armor_207,damage_negation,Lightning,4.6
armor_207,damage_negation,Holy,4.7
armor_207,resistance,Immunity,27.0
armor_207,resistance,Robustness,39.0
armor_207,resistance,Focus,20.0
armor_207,resistance,Vitality,20.0
armor_207,resistance,Poise,12.0
armor_208,damage_negation,Physical,3.4
armor_208,damage_negation,VS Strike,3.8
armor_208,damage_negation,VS Slash,3.6
armor_208,damage_negation,VS Pierce,3.1
armor_208,damage_negation,Magic,3.8
armor_208,damage_negation,Fire,3.8
armor_208,damage_negation,Lightning,4.0
armor_208,damage_negation,Holy,3.8
armor_208,resistance,Immunity,31.0
armor_208,resistance,Robustness,16.0
armor_208,resistance,Focus,23.0
armor_208,resistance,Vitality,23.0
armor_208,resistance,Poise,6.0
armor_209,damage_negation,Physical,2.7
armor_209,damage_negation,VS Strike,3.0
armor_209,damage_negation,VS Slash,3.3
armor_209,damage_negation,VS Pierce,2.7
armor_209,damage_negation,Magic,3.5
armor_209,damage_negation,Fire,3.7
armor_209,damage_negation,Lightning,3.9
armor_209,damage_negation,Holy,3.7
armor_209,resistance,Immunity,23.0
armor_209,resistance,Robustness,18.0
armor_209,resistance,Focus,21.0
armor_209,resistance,Vitality,22.0
armor_209,resistance,Poise,5.0
armor_210,damage_negation,Physical,4.4
armor_210,damage_negation,VS Strike,3.1
armor_210,damage_negation,VS Slash,5.2
armor_210,damage_negation,VS Pierce,4.8
armor_210,damage_negation,Magic,4.4
armor_210,damage_negation,Fire,4.5
armor_210,damage_negation,Lightning,3.4
armor_210,damage_negation,Holy,3.8
armor_210,resistance,Immunity,16.0
armor_210,resistance,Robustness,26.0
armor_210,resistance,Focus,10.0
armor_210,resistance,Vitality,10.0
armor_210,resistance,Poise,6.0
armor_211,damage_negation,Physical,4.2
armor_211,damage_negation,VS Strike,3.4
armor_211,damage_negation,VS Slash,4.4
armor_211,damage_negation,VS Pierce,3.8
armor_211,damage_negation,Magic,3.1
armor_211,damage_negation,Fire,3.1
armor_211,damage_negation,Lightning,2.1
armor_211,damage_negation,Holy,2.8
armor_211,resistance,Immunity,9.0
armor_211,resistance,Robustness,27.0
armor_211,resistance,Focus,5.0
armor_211,resistance,Vitality,8.0
armor_211,resistance,Poise,6.0
armor_212,damage_negation,Physical,5.3
armor_212,damage_negation,VS Strike,6.7
armor_212,damage_negation,VS Slash,4.2
armor_212,damage_negation,VS Pierce,4.2
armor_212,damage_negation,Magic,14.1
armor_212,damage_negation,Fire,11.9
armor_212,damage_negation,Lightning,12.6
armor_212,damage_negation,Holy,14.1
armor_212,resistance,Immunity,38.0
armor_212,resistance,Robustness,25.0
armor_212,resistance,Focus,76.0
armor_212,resistance,Vitality,71.0
armor_212,resistance,Poise,10.0
armor_213,damage_negation,Physical,4.2
armor_213,damage_negation,VS Strike,6.1
armor_213,damage_negation,VS Slash,2.7
armor_213,damage_negation,VS Pierce,2.7
armor_213,damage_negation,Magic,13.8
armor_213,damage_negation,Fire,11.4
armor_213,damage_negation,Lightning,12.4
armor_213,damage_negation,Holy,13.8
armor_213,resistance,Immunity,35.0
armor_213,resistance,Robustness,24.0
armor_213,resistance,Focus,67.0
armor_213,resistance,Vitality,63.0
armor_213,resistance,Poise,8.0
armor_214,damage_negation,Physical,16.8
armor_214,damage_negation,VS Strike,15.7
armor_214,damage_negation,VS Slash,19.7
armor_214,damage_negation,VS Pierce,19.2
armor_214,damage_negation,Magic,14.1
armor_214,damage_negation,Fire,13.8
armor_214,damage_negation,Lightning,13.8
armor_214,damage_negation,Holy,13.8
armor_214,resistance,Immunity,67.0
armor_214,resistance,Robustness,83.0
armor_214,resistance,Focus,55.0
armor_214,resistance,Vitality,55.0
armor_214,resistance,Poise,38.0
armor_215,damage_negation,Physical,12.7
armor_215,damage_negation,VS Strike,11.2
armor_215,damage_negation,VS Slash,12.2
armor_215,damage_negation,VS Pierce,11.7
armor_215,damage_negation,Magic,10.9
armor_215,damage_negation,Fire,10.2
armor_215,damage_negation,Lightning,7.1
armor_215,damage_negation,Holy,10.2
armor_215,resistance,Immunity,29.0
armor_215,resistance,Robustness,52.0
armor_215,resistance,Focus,22.0
armor_215,resistance,Vitality,21.0
armor_215,resistance,Poise,21.0
armor_216,damage_negation,Physical,12.2
armor_216,damage_negation,VS Strike,10.0
armor_216,damage_negation,VS Slash,11.7
armor_216,damage_negation,VS Pierce,11.2
armor_216,damage_negation,Magic,9.5
armor_216,damage_negation,Fire,9.5
armor_216,damage_negation,Lightning,6.7
armor_216,damage_negation,Holy,9.5
armor_216,resistance,Immunity,25.0
armor_216,resistance,Robustness,50.0
armor_216,resistance,Focus,21.0
armor_216,resistance,Vitality,21.0
armor_216,resistance,Poise,19.0
armor_217,damage_negation,Physical,20.4
armor_217,damage_negation,VS Strike,17.7
armor_217,damage_negation,VS Slash,19.7
armor_217,damage_negation,VS Pierce,18.7
armor_217,damage_negation,Magic,13.5
armor_217,damage_negation,Fire,13.5
armor_217,damage_negation,Lightning,14.5
armor_217,damage_negation,Holy,13.3
armor_217,resistance,Immunity,82.0
armor_217,resistance,Robustness,97.0
armor_217,resistance,Focus,32.0
armor_217,resistance,Vitality,45.0
armor_217,resistance,Poise,47.0
armor_218,damage_negation,Physical,7.1
armor_218,damage_negation,VS Strike,8.0
armor_218,damage_negation,VS Slash,7.1
armor_218,damage_negation,VS Pierce,7.1
armor_218,damage_negation,Magic,10.9
armor_218,damage_negation,Fire,10.2
armor_218,damage_negation,Lightning,11.9
armor_218,damage_negation,Holy,10.2
armor_218,resistance,Immunity,57.0
armor_218,resistance,Robustness,46.0
armor_218,resistance,Focus,42.0
armor_218,resistance,Vitality,42.0
armor_218,resistance,Poise,13.0
armor_219,damage_negation,Physical,8.8
armor_219,damage_negation,VS Strike,8.8
armor_219,damage_negation,VS Slash,7.1
armor_219,damage_negation,VS Pierce,7.1
armor_219,damage_negation,Magic,8.0
armor_219,damage_negation,Fire,9.5
armor_219,damage_negation,Lightning,10.9
armor_219,damage_negation,Holy,10.2
armor_219,resistance,Immunity,71.0
armor_219,resistance,Robustness,28.0
armor_219,resistance,Focus,63.0
armor_219,resistance,Vitality,38.0
armor_219,resistance,Poise,13.0
armor_220,damage_negation,Physical,8.0
armor_220,damage_negation,VS Strike,8.0
armor_220,damage_negation,VS Slash,6.7
armor_220,damage_negation,VS Pierce,6.7
armor_220,damage_negation,Magic,7.1
armor_220,damage_negation,Fire,8.8
armor_220,damage_negation,Lightning,10.2
armor_220,damage_negation,Holy,9.5
armor_220,resistance,Immunity,67.0
armor_220,resistance,Robustness,25.0
armor_220,resistance,Focus,60.0
armor_220,resistance,Vitality,35.0
armor_220,resistance,Poise,12.0
armor_221,damage_negation,Physical,5.2
armor_221,damage_negation,VS Strike,6.0
armor_221,damage_negation,VS Slash,4.1
armor_221,damage_negation,VS Pierce,2.6
armor_221,damage_negation,Magic,12.8
armor_221,damage_negation,Fire,12.6
armor_221,damage_negation,Lightning,12.4
armor_221,damage_negation,Holy,12.6
armor_221,resistance,Immunity,38.0
armor_221,resistance,Robustness,21.0
armor_221,resistance,Focus,57.0
armor_221,resistance,Vitality,69.0
armor_221,resistance,Poise,10.0
armor_222,damage_negation,Physical,6.0
armor_222,damage_negation,VS Strike,6.6
armor_222,damage_negation,VS Slash,5.2
armor_222,damage_negation,VS Pierce,4.1
armor_222,damage_negation,Magic,13.0
armor_222,damage_negation,Fire,12.8
armor_222,damage_negation,Lightning,12.6
armor_222,damage_negation,Holy,12.8
armor_222,resistance,Immunity,42.0
armor_222,resistance,Robustness,21.0
armor_222,resistance,Focus,64.0
armor_222,resistance,Vitality,82.0
armor_222,resistance,Poise,12.0
armor_223,damage_negation,Physical,6.3
armor_223,damage_negation,VS Strike,5.2
armor_223,damage_negation,VS Slash,5.2
armor_223,damage_negation,VS Pierce,3.7
armor_223,damage_negation,Magic,13.6
armor_223,damage_negation,Fire,11.9
armor_223,damage_negation,Lightning,12.9
armor_223,damage_negation,Holy,14.0
armor_223,resistance,Immunity,38.0
armor_223,resistance,Robustness,20.0
armor_223,resistance,Focus,104.0
armor_223,resistance,Vitality,59.0
armor_223,resistance,Poise,5.0
armor_224,damage_negation,Physical,4.2
armor_224,damage_negation,VS Strike,2.7
armor_224,damage_negation,VS Slash,6.1
armor_224,damage_negation,VS Pierce,2.7
armor_224,damage_negation,Magic,12.6
armor_224,damage_negation,Fire,12.6
armor_224,damage_negation,Lightning,11.9
armor_224,damage_negation,Holy,12.4
armor_224,resistance,Immunity,34.0
armor_224,resistance,Robustness,21.0
armor_224,resistance,Focus,54.0
armor_224,resistance,Vitality,57.0
armor_224,resistance,Poise,5.0
armor_225,damage_negation,Physical,2.7
armor_225,damage_negation,VS Strike,0.6
armor_225,damage_negation,VS Slash,5.3
armor_225,damage_negation,VS Pierce,0.6
armor_225,damage_negation,Magic,12.4
armor_225,damage_negation,Fire,12.4
armor_225,damage_negation,Lightning,11.4
armor_225,damage_negation,Holy,11.9
armor_225,resistance,Immunity,32.0
armor_225,resistance,Robustness,21.0
armor_225,resistance,Focus,52.0
armor_225,resistance,Vitality,54.0
armor_225,resistance,Poise,3.0
armor_226,damage_negation,Physical,7.1
armor_226,damage_negation,VS Strike,7.1
armor_226,damage_negation,VS Slash,8.0
armor_226,damage_negation,VS Pierce,8.0
armor_226,damage_negation,Magic,12.4
armor_226,damage_negation,Fire,9.5
armor_226,damage_negation,Lightning,9.5
armor_226,damage_negation,Holy,12.6
armor_226,resistance,Immunity,55.0
armor_226,resistance,Robustness,32.0
armor_226,resistance,Focus,46.0
armor_226,resistance,Vitality,46.0
armor_226,resistance,Poise,12.0
armor_227,damage_negation,Physical,9.5
armor_227,damage_negation,VS Strike,10.2
armor_227,damage_negation,VS Slash,9.5
armor_227,damage_negation,VS Pierce,9.5
armor_227,damage_negation,Magic,10.9
armor_227,damage_negation,Fire,11.4
armor_227,damage_negation,Lightning,11.9
armor_227,damage_negation,Holy,10.9
armor_227,resistance,Immunity,57.0
armor_227,resistance,Robustness,38.0
armor_227,resistance,Focus,50.0
armor_227,resistance,Vitality,50.0
armor_227,resistance,Poise,17.0
armor_228,damage_negation,Physical,8.8
armor_228,damage_negation,VS Strike,9.5
armor_228,damage_negation,VS Slash,8.8
armor_228,damage_negation,VS Pierce,8.8
armor_228,damage_negation,Magic,10.2
armor_228,damage_negation,Fire,10.9
armor_228,damage_negation,Lightning,11.4
armor_228,damage_negation,Holy,10.2
armor_228,resistance,Immunity,54.0
armor_228,resistance,Robustness,34.0
armor_228,resistance,Focus,45.0
armor_228,resistance,Vitality,45.0
armor_228,resistance,Poise,16.0
armor_229,damage_negation,Physical,5.3
armor_229,damage_negation,VS Strike,6.1
armor_229,damage_negation,VS Slash,6.1
armor_229,damage_negation,VS Pierce,4.2
armor_229,damage_negation,Magic,13.0
armor_229,damage_negation,Fire,13.0
armor_229,damage_negation,Lightning,12.6
armor_229,damage_negation,Holy,13.0
armor_229,resistance,Immunity,38.0
armor_229,resistance,Robustness,25.0
armor_229,resistance,Focus,76.0
armor_229,resistance,Vitality,90.0
armor_229,resistance,Poise,12.0
armor_230,damage_negation,Physical,4.2
armor_230,damage_negation,VS Strike,5.3
armor_230,damage_negation,VS Slash,5.3
armor_230,damage_negation,VS Pierce,2.7
armor_230,damage_negation,Magic,12.8
armor_230,damage_negation,Fire,12.8
armor_230,damage_negation,Lightning,12.4
armor_230,damage_negation,Holy,12.8
armor_230,resistance,Immunity,35.0
armor_230,resistance,Robustness,25.0
armor_230,resistance,Focus,67.0
armor_230,resistance,Vitality,76.0
armor_230,resistance,Poise,10.0
armor_231,damage_negation,Physical,13.5
armor_231,damage_negation,VS Strike,9.5
armor_231,damage_negation,VS Slash,11.4
armor_231,damage_negation,VS Pierce,11.4
armor_231,damage_negation,Magic,8.8
armor_231,damage_negation,Fire,9.5
armor_231,damage_negation,Lightning,8.0
armor_231,damage_negation,Holy,9.5
armor_231,resistance,Immunity,22.0
armor_231,resistance,Robustness,54.0
armor_231,resistance,Focus,10.0
armor_231,resistance,Vitality,22.0
armor_231,resistance,Poise,19.0
armor_232,damage_negation,Physical,12.9
armor_232,damage_negation,VS Strike,8.8
armor_232,damage_negation,VS Slash,10.9
armor_232,damage_negation,VS Pierce,10.9
armor_232,damage_negation,Magic,8.0
armor_232,damage_negation,Fire,8.8
armor_232,damage_negation,Lightning,7.1
armor_232,damage_negation,Holy,8.8
armor_232,resistance,Immunity,21.0
armor_232,resistance,Robustness,52.0
armor_232,resistance,Focus,0.0
armor_232,resistance,Vitality,21.0
armor_232,resistance,Poise,17.0
armor_233,damage_negation,Physical,18.7
armor_233,damage_negation,VS Strike,17.7
armor_233,damage_negation,VS Slash,18.3
armor_233,damage_negation,VS Pierce,17.5
armor_233,damage_negation,Magic,13.3
armor_233,damage_negation,Fire,14.5
armor_233,damage_negation,Lightning,13.5
armor_233,damage_negation,Holy,13.8
armor_233,resistance,Immunity,60.0
armor_233,resistance,Robustness,63.0
armor_233,resistance,Focus,99.0
armor_233,resistance,Vitality,50.0
armor_233,resistance,Poise,45.0
armor_234,damage_negation,Physical,18.3
armor_234,damage_negation,VS Strike,17.0
armor_234,damage_negation,VS Slash,17.5
armor_234,damage_negation,VS Pierce,16.8
armor_234,damage_negation,Magic,13.0
armor_234,damage_negation,Fire,14.1
armor_234,damage_negation,Lightning,13.3
armor_234,damage_negation,Holy,13.5
armor_234,resistance,Immunity,57.0
armor_234,resistance,Robustness,60.0
armor_234,resistance,Focus,90.0
armor_234,resistance,Vitality,46.0
armor_234,resistance,Poise,43.0
armor_235,damage_negation,Physical,12.1
armor_235,damage_negation,VS Strike,9.7
armor_235,damage_negation,VS Slash,12.1
armor_235,damage_negation,VS Pierce,11.6
armor_235,damage_negation,Magic,8.2
armor_235,damage_negation,Fire,9.7
armor_235,damage_negation,Lightning,6.9
armor_235,damage_negation,Holy,8.2
armor_235,resistance,Immunity,22.0
armor_235,resistance,Robustness,42.0
armor_235,resistance,Focus,16.0
armor_235,resistance,Vitality,16.0
armor_235,resistance,Poise,18.0
armor_236,damage_negation,Physical,12.1
armor_236,damage_negation,VS Strike,9.7
armor_236,damage_negation,VS Slash,12.1
armor_236,damage_negation,VS Pierce,11.6
armor_236,damage_negation,Magic,8.2
armor_236,damage_negation,Fire,9.7
armor_236,damage_negation,Lightning,6.9
armor_236,damage_negation,Holy,8.2
armor_236,resistance,Immunity,22.0
armor_236,resistance,Robustness,42.0
armor_236,resistance,Focus,16.0
armor_236,resistance,Vitality,16.0
armor_236,resistance,Poise,18.0
armor_237,damage_negation,Physical,14.6
armor_237,damage_negation,VS Strike,12.4
armor_237,damage_negation,VS Slash,14.6
armor_237,damage_negation,VS Pierce,16.0
armor_237,damage_negation,Magic,12.4
armor_237,damage_negation,Fire,13.0
armor_237,damage_negation,Lightning,10.9
armor_237,damage_negation,Holy,11.4
armor_237,resistance,Immunity,38.0
armor_237,resistance,Robustness,61.0
armor_237,resistance,Focus,22.0
armor_237,resistance,Vitality,21.0
armor_237,resistance,Poise,28.0
armor_238,damage_negation,Physical,11.2
armor_238,damage_negation,VS Strike,10.1
armor_238,damage_negation,VS Slash,12.3
armor_238,damage_negation,VS Pierce,11.8
armor_238,damage_negation,Magic,9.6
armor_238,damage_negation,Fire,10.6
armor_238,damage_negation,Lightning,9.1
armor_238,damage_negation,Holy,9.6
armor_238,resistance,Immunity,35.0
armor_238,resistance,Robustness,60.0
armor_238,resistance,Focus,28.0
armor_238,resistance,Vitality,28.0
armor_238,resistance,Poise,27.0
armor_239,damage_negation,Physical,12.9
armor_239,damage_negation,VS Strike,10.2
armor_239,damage_negation,VS Slash,11.9
armor_239,damage_negation,VS Pierce,10.9
armor_239,damage_negation,Magic,9.5
armor_239,damage_negation,Fire,11.9
armor_239,damage_negation,Lightning,7.1
armor_239,damage_negation,Holy,8.8
armor_239,resistance,Immunity,28.0
armor_239,resistance,Robustness,46.0
armor_239,resistance,Focus,21.0
armor_239,resistance,Vitality,24.0
armor_239,resistance,Poise,19.0
armor_240,damage_negation,Physical,11.9
armor_240,damage_negation,VS Strike,9.5
armor_240,damage_negation,VS Slash,11.9
armor_240,damage_negation,VS Pierce,10.2
armor_240,damage_negation,Magic,8.0
armor_240,damage_negation,Fire,10.9
armor_240,damage_negation,Lightning,7.1
armor_240,damage_negation,Holy,8.0
armor_240,resistance,Immunity,25.0
armor_240,resistance,Robustness,42.0
armor_240,resistance,Focus,18.0
armor_240,resistance,Vitality,23.0
armor_240,resistance,Poise,17.0
armor_241,damage_negation,Physical,8.0
armor_241,damage_negation,VS Strike,9.5
armor_241,damage_negation,VS Slash,8.8
armor_241,damage_negation,VS Pierce,8.0
armor_241,damage_negation,Magic,8.8
armor_241,damage_negation,Fire,10.2
armor_241,damage_negation,Lightning,11.4
armor_241,damage_negation,Holy,10.2
armor_241,resistance,Immunity,57.0
armor_241,resistance,Robustness,32.0
armor_241,resistance,Focus,46.0
armor_241,resistance,Vitality,42.0
armor_241,resistance,Poise,13.0
armor_242,damage_negation,Physical,7.1
armor_242,damage_negation,VS Strike,8.8
armor_242,damage_negation,VS Slash,8.0
armor_242,damage_negation,VS Pierce,7.1
armor_242,damage_negation,Magic,8.0
armor_242,damage_negation,Fire,9.5
armor_242,damage_negation,Lightning,10.9
armor_242,damage_negation,Holy,9.5
armor_242,resistance,Immunity,55.0
armor_242,resistance,Robustness,28.0
armor_242,resistance,Focus,42.0
armor_242,resistance,Vitality,38.0
armor_242,resistance,Poise,13.0
armor_243,damage_negation,Physical,12.6
armor_243,damage_negation,VS Strike,10.7
armor_243,damage_negation,VS Slash,12.2
armor_243,damage_negation,VS Pierce,12.2
armor_243,damage_negation,Magic,9.3
armor_243,damage_negation,Fire,9.7
armor_243,damage_negation,Lightning,12.4
armor_243,damage_negation,Holy,8.2
armor_243,resistance,Immunity,25.0
armor_243,resistance,Robustness,42.0
armor_243,resistance,Focus,16.0
armor_243,resistance,Vitality,42.0
armor_243,resistance,Poise,22.0
armor_244,damage_negation,Physical,9.3
armor_244,damage_negation,VS Strike,9.3
armor_244,damage_negation,VS Slash,8.6
armor_244,damage_negation,VS Pierce,10.7
armor_244,damage_negation,Magic,10.0
armor_244,damage_negation,Fire,12.2
armor_244,damage_negation,Lightning,11.7
armor_244,damage_negation,Holy,10.0
armor_244,resistance,Immunity,54.0
armor_244,resistance,Robustness,38.0
armor_244,resistance,Focus,52.0
armor_244,resistance,Vitality,54.0
armor_244,resistance,Poise,16.0
armor_245,damage_negation,Physical,8.6
armor_245,damage_negation,VS Strike,9.3
armor_245,damage_negation,VS Slash,9.3
armor_245,damage_negation,VS Pierce,7.8
armor_245,damage_negation,Magic,10.7
armor_245,damage_negation,Fire,10.0
armor_245,damage_negation,Lightning,11.2
armor_245,damage_negation,Holy,11.2
armor_245,resistance,Immunity,54.0
armor_245,resistance,Robustness,32.0
armor_245,resistance,Focus,45.0
armor_245,resistance,Vitality,42.0
armor_245,resistance,Poise,16.0
armor_246,damage_negation,Physical,6.9
armor_246,damage_negation,VS Strike,7.8
armor_246,damage_negation,VS Slash,7.8
armor_246,damage_negation,VS Pierce,6.5
armor_246,damage_negation,Magic,9.3
armor_246,damage_negation,Fire,8.6
armor_246,damage_negation,Lightning,10.0
armor_246,damage_negation,Holy,10.0
armor_246,resistance,Immunity,50.0
armor_246,resistance,Robustness,25.0
armor_246,resistance,Focus,38.0
armor_246,resistance,Vitality,34.0
armor_246,resistance,Poise,13.0
armor_247,damage_negation,Physical,12.4
armor_247,damage_negation,VS Strike,9.5
armor_247,damage_negation,VS Slash,11.9
armor_247,damage_negation,VS Pierce,11.9
armor_247,damage_negation,Magic,7.1
armor_247,damage_negation,Fire,8.8
armor_247,damage_negation,Lightning,6.1
armor_247,damage_negation,Holy,8.0
armor_247,resistance,Immunity,25.0
armor_247,resistance,Robustness,46.0
armor_247,resistance,Focus,18.0
armor_247,resistance,Vitality,18.0
armor_247,resistance,Poise,19.0
armor_248,damage_negation,Physical,13.5
armor_248,damage_negation,VS Strike,12.4
armor_248,damage_negation,VS Slash,12.9
armor_248,damage_negation,VS Pierce,11.4
armor_248,damage_negation,Magic,10.2
armor_248,damage_negation,Fire,10.2
armor_248,damage_negation,Lightning,8.8
armor_248,damage_negation,Holy,8.8
armor_248,resistance,Immunity,31.0
armor_248,resistance,Robustness,59.0
armor_248,resistance,Focus,18.0
armor_248,resistance,Vitality,23.0
armor_248,resistance,Poise,22.0
armor_249,damage_negation,Physical,12.9
armor_249,damage_negation,VS Strike,11.9
armor_249,damage_negation,VS Slash,12.4
armor_249,damage_negation,VS Pierce,11.9
armor_249,damage_negation,Magic,10.2
armor_249,damage_negation,Fire,10.2
armor_249,damage_negation,Lightning,8.8
armor_249,damage_negation,Holy,9.5
armor_249,resistance,Immunity,31.0
armor_249,resistance,Robustness,54.0
armor_249,resistance,Focus,18.0
armor_249,resistance,Vitality,24.0
armor_249,resistance,Poise,22.0
armor_250,damage_negation,Physical,14.0
armor_250,damage_negation,VS Strike,12.9
armor_250,damage_negation,VS Slash,13.5
armor_250,damage_negation,VS Pierce,12.4
armor_250,damage_negation,Magic,11.4
armor_250,damage_negation,Fire,11.4
armor_250,damage_negation,Lightning,9.5
armor_250,damage_negation,Holy,10.2
armor_250,resistance,Immunity,37.0
armor_250,resistance,Robustness,56.0
armor_250,resistance,Focus,23.0
armor_250,resistance,Vitality,23.0
armor_250,resistance,Poise,25.0
armor_251,damage_negation,Physical,13.5
armor_251,damage_negation,VS Strike,11.9
